,Max. Freq. (Hz),Rheobase idx,Rheobase (pA),Slow AHP (mV),I at Max. Freq. (pA),Adaptation ratio,Avg Spike Time (s),Sag Amplitude (mV),Input R (MOhm),Capacitance (pF),Resting (mV),RS AHP Amp. (mV),RS Max. Slope (mV/ms),RS Min. Slope (mV/ms),RS Peak (mV),RS Half Width (ms),RS Threshold (mV),LS AHP Amp. (mV),LS Max. Slope (mV/ms),LS Min. Slope (mV/ms),LS Peak (mV),LS Half Width (ms),LS Threshold (mV)
M17,26.0,6.0,120.0,-2.315807342529297,200.0,1.0724832214765085,0.7220599999999999,-1.371368408203125,65.39256368160706,190.4192585589334,-60.0,-12.20703125,3398.8952865600586,-2517.7001037597656,19.247802734375,0.31999999999970896,-59.640132904052734,-12.664794921875,3238.677993774414,-2326.9651489257812,16.501220703125,0.3000000000029104,-58.572017669677734
M18,137.0,2.0,40.0,-4.061458587646484,580.0,3.069930069929905,0.4518954744525545,-14.135498046875,131.1069473549068,89.09738082679063,-69.0,-10.3759765625,3887.1764373779297,-2685.546859741211,26.419429779052734,0.3000000000010914,-59.487545013427734,-8.544918060302734,2971.6491622924805,-1686.0960998535156,19.70556640625,0.4200000000128057,-53.384033203125
M19,6.0,14.0,280.0,7.121467590332031,540.0,3.3575989782886224,0.3781766666666666,-0.789703369140625,79.22802774328841,283.7929761265402,-91.0,-5.79833984375,3231.0485229492188,-1087.1887588500977,27.182369232177734,0.6600000000180444,-59.334957122802734,-3.35693359375,2094.2687225341797,-770.5687866210938,14.975339889526367,0.8200000000069849,-60.250484466552734
M21,11.0,5.0,100.0,3.17681884765625,360.0,14.050000000000063,0.39324545454545445,-5.523895263671875,245.14385229609584,109.44868894361699,-74.0,-7.629390716552734,2315.521209716797,-808.7158279418945,31.607418060302734,0.9000000000014552,-51.247802734375,-7.171630859375,492.0959243774414,-347.1374454498291,5.514890670776367,1.4400000000023283,-39.040771484375
M22,63.0,6.0,120.0,-2.6566810607910156,420.0,1.567779960707233,0.48098031746031733,-10.4183349609375,130.60688217028076,141.88725074986928,-60.0,-24.871824264526367,2025.6041717529297,-1110.0768814086914,11.465818405151367,0.5400000000081491,-44.6865234375,-9.613039016723633,1522.0641784667969,-625.6103134155273,7.803709030151367,0.7400000000197906,-42.85546875
M23,7.0,11.0,220.0,9.153621673583984,540.0,27.358118361152876,0.318094285714285,-1.884124755859375,116.72648125759733,155.76812184546338,-85.0,-7.171627044677734,3253.9365997314453,-946.0448455810547,36.337642669677734,0.7600000000020373,-52.62109375,-10.3759765625,1388.549789428711,-602.7221717834473,24.893550872802734,0.9400000000314321,-36.599365234375
M24,197.0,6.0,120.0,-3.3348121643066406,520.0,0.977443609022493,0.5004867005076146,-7.493316650390625,135.0345244755584,74.60378739219935,-74.0,-19.378658294677734,2735.1377716064453,-2555.8469848632812,15.890867233276367,0.3000000000029104,-53.994384765625,-9.765621185302734,1998.9013061523438,-1716.6137237548828,6.583005905151367,0.40000000002328306,-54.75732421875
M26,123.0,2.0,40.0,-4.400398254394531,440.0,0.7741935483870982,0.5170074796747972,-17.6058349609375,162.05770652428154,99.38973592036872,-67.0,-25.024410247802734,3074.645950317383,-2548.2176513671875,20.92626953125,0.31999999999970896,-54.75732421875,-11.291500091552734,2723.6937103271484,-1899.7191162109375,18.1796875,0.40000000000873115,-54.14697265625
M27,193.0,0.0,0.0,-5.2578125,420.0,1.7901234567902504,0.47594756476683964,-8.6925048828125,144.52308192211038,136.12078960884958,-76.0,-11.291507720947266,3768.9207153320312,-2632.140899658203,20.92626953125,0.3599999999996726,-73.06787109375,-6.40869140625,1861.5721435546875,-1167.2973022460938,-3.4877939224243164,0.5800000000017462,-70.01611328125
M28,111.0,5.0,100.0,0.04510498046875,460.0,1.0048076923076703,0.5077445045045041,-8.1439208984375,120.91225866958483,85.64652886667598,-64.0,-17.39501953125,4089.3551635742188,-2510.0706634521484,37.710933685302734,0.3400000000001455,-58.419429779052734,-8.850093841552734,2456.6649627685547,-1281.7381973266602,17.5693359375,0.5,-54.75732421875
M29,211.0,3.0,60.0,0.14678955078125,580.0,0.8078291814946659,0.5055004739336497,-7.7337646484375,202.76463361765153,70.52621021443296,-61.0,-19.226070404052734,3395.0804290771484,-3036.4988861083984,29.166011810302734,0.2999999999992724,-55.0625,-9.765626907348633,2197.265625,-1632.6903839111328,27.945308685302734,0.4599999999918509,-43.4658203125
M30,59.0,4.0,80.0,0.40771484375,400.0,4.540650406503878,0.4232566101694908,-6.73822021484375,174.82213879158604,79.79330689567328,-65.0,-4.577632904052734,3311.1570434570312,-1411.4378356933594,34.659175872802734,0.5400000000008731,-54.4521484375,0.0,1136.7797393798828,-335.69333839416504,9.329587936401367,1.2399999999906868,-42.2451171875
M32,230.0,3.0,60.0,2.5844764709472656,560.0,0.9333333333332938,0.505228869565217,-8.79296875,191.156714990549,86.61452730960227,-60.0,-22.277828216552734,2685.5467376708984,-2128.6009979248047,18.1796875,0.33999999999650754,-50.1796875,-10.3759765625,1594.5433654785156,-1121.5209350585938,-0.1308603286743164,0.5599999999976717,-59.945308685302734
M33,88.0,3.0,60.0,-17.582218170166016,560.0,2.421686746988059,0.45874068181818206,-1.8525924682617188,123.1337500978125,39.87520481257621,-74.0,-13.12255859375,3479.0038146972656,-1121.5210571289062,31.302242279052734,0.6400000000030559,-56.893550872802734,-0.30517578125,1876.8309478759766,-503.54000091552734,18.1796875,1.1199999999953434,-52.62109375
M34,124.0,6.0,120.0,-0.32171630859375,560.0,1.052884615384586,0.49335193548387046,-4.33599853515625,105.35529186655934,85.41870362492871,-72.0,-20.446773529052734,2723.6937103271484,-2090.4540405273438,18.1796875,0.319999999996071,-48.958984375,-10.070802688598633,1831.0545654296875,-1289.3676452636719,9.939939498901367,0.4400000000023283,-44.99169921875
M35,130.0,1.0,20.0,2.81671142578125,360.0,1.0084985835693978,0.5170558461538461,-5.800178527832031,313.0721367789864,31.12370925409847,-66.0,-19.53125,3715.514877319336,-1968.3836364746094,35.269527435302734,0.4600000000009459,-59.334957122802734,-15.869136810302734,1121.5209426879883,-488.28124237060547,2.00537109375,1.0200000000040745,-49.87451171875
M36,88.0,4.0,80.0,-2.0637893676757812,460.0,3.4270270270272056,0.4737129545454546,-12.78582763671875,74.78362735458595,84.94354553772092,-66.0,-0.91552734375,4089.355194091797,-1869.20166015625,28.250484466552734,0.42000000000189175,-63.912593841552734,-1.220703125,1983.6425323486328,-747.6806831359863,10.245115280151367,0.7400000000052387,-54.4521484375
M37,116.0,2.0,40.0,2.7991905212402344,220.0,2.4170616113742875,0.4602374137931031,-12.7340087890625,293.18920530646426,36.938292646703964,-66.0,-6.7138671875,3074.6458282470703,-2136.23046875,30.386714935302734,0.4600000000009459,-61.471187591552734,-14.038084030151367,877.3803634643555,-587.4633827209473,7.193357467651367,0.9800000000032014,-45.296875
M38,73.0,3.0,60.0,0.6052818298339844,260.0,2.7463235294116592,0.4522830136986302,-4.1685791015625,184.41252448164158,58.382873351648385,-59.0,-2.74658203125,2731.3232421875,-1152.0386123657227,24.893550872802734,0.6199999999989814,-56.588375091552734,0.0,663.7573165893555,-320.4345645904541,-1.9619150161743164,1.3800000000046566,-47.1279296875
M39,12.0,6.0,120.0,8.150821685791016,360.0,1.4231805929919212,0.05138833333333359,-3.4339599609375,146.96735801091498,97.29340097714562,-58.0,-9.1552734375,3227.2338104248047,-2052.3070373535156,20.62109375,0.38000000000101863,-61.776363372802734,-7.934566497802734,1258.8500137329102,-747.6806182861328,-1.9619150161743164,0.6399999999994179,-51.09521484375
M40,49.0,2.0,40.0,0.6323204040527344,320.0,2.2808219178082307,0.4153493877551018,-5.809196472167969,107.66969613666954,100.08163012746427,-58.0,-4.2724609375,3326.415817260742,-1441.9555969238281,32.522945404052734,0.5400000000008731,-57.809078216552734,-2.13623046875,1647.949104309082,-663.757251739502,13.602048873901367,0.8800000000046566,-52.0107421875
M41,50.0,2.0,40.0,-2.2027626037597656,140.0,0.004926108374361606,0.46701640000000033,-5.0048828125,235.6251556725734,58.985486067915005,-61.0,-9.46044921875,2983.0931854248047,-1296.9970169067383,23.6728515625,0.5600000000013097,-56.588375091552734,-8.850099563598633,640.869140625,-335.69332695007324,-5.624024391174316,1.2200000000011642,-43.77099609375
M42,86.0,2.0,40.0,4.926334381103516,100.0,1.288759689922476,0.48900116279069783,-6.35052490234375,539.2823982228721,45.4911156785539,-56.0,-18.920894622802734,2082.8246307373047,-1365.6615905761719,4.751951217651367,0.4600000000009459,-53.841796875,-15.258790969848633,610.3515396118164,-495.91064834594727,-5.318848609924316,0.8600000000005821,-38.27783203125
M43,74.0,9.0,180.0,-4.156810760498047,240.0,0.8120893561104021,0.5127532432432429,-9.65283203125,218.5101477288046,67.1962098336563,-67.0,-17.700191497802734,2388.0003356933594,-1655.5785217285156,15.433103561401367,0.41999999999825377,-51.09521484375,-21.972654342651367,1548.7670135498047,-1129.1503372192383,7.803709030151367,0.5400000000081491,-45.296875
M44,73.0,3.0,60.0,-0.8662757873535156,460.0,3.9589041095888757,0.4444630136986305,-3.86932373046875,108.87891987703624,68.23214331374268,-70.0,-5.187984466552734,3608.7034759521484,-1792.9076538085938,30.997066497802734,0.4399999999986903,-55.6728515625,-5.187990188598633,1960.7542572021484,-740.0512237548828,17.87451171875,0.7200000000011642,-44.38134765625
M45,3.0,19.0,380.0,7.705821990966797,520.0,0.9589853609288241,0.5073599999999998,-3.35107421875,101.5070911949888,148.8993540466245,-85.0,-2.746583938598633,3410.339126586914,-915.5272674560547,44.729976654052734,0.8000000000029104,-47.43310546875,-6.103515625,2479.5530395507812,-793.4569435119629,39.847164154052734,0.8400000000256114,-38.88818359375
M46,80.0,4.0,80.0,-4.554988861083984,200.0,1.2465034965034738,0.47739774999999973,-15.41680908203125,185.99320844992906,57.24367288135152,-65.0,-14.648433685302734,2876.2815551757812,-1449.5848693847656,18.48486328125,0.4400000000023283,-53.2314453125,-7.324220657348633,1586.9139862060547,-648.4985618591309,9.939939498901367,0.7200000000011642,-42.2451171875
M47,113.0,3.0,60.0,-5.514961242675781,420.0,2.8813559322033684,0.46062654867256647,-21.07604217529297,131.68950761878085,42.349325501103024,-68.0,-7.62939453125,3776.5501403808594,-2029.4189453125,27.029781341552734,0.3599999999969441,-56.893550872802734,-3.6621055603027344,3303.5276794433594,-1060.4858779907227,26.724605560302734,0.6199999999953434,-53.53662109375
M49,54.0,4.0,80.0,0.94818115234375,320.0,1.6294536817103025,0.31062925925925944,-6.807365417480469,185.75700701911623,58.2728139541437,-71.0,-15.869140625,2639.7703247070312,-1495.3612518310547,12.686521530151367,0.4399999999986903,-56.588375091552734,-11.291505813598633,785.8275985717773,-495.9106330871582,-5.929200172424316,0.8800000000192085,-42.85546875
M50,235.0,4.0,80.0,2.4215660095214844,480.0,1.3227848101264204,0.5079631489361702,-8.3985595703125,224.56616219850977,39.94352909018294,-66.0,-16.78466796875,2861.022819519043,-2662.658462524414,12.381345748901367,0.2999999999956344,-57.503902435302734,-12.20703125,2189.6361236572266,-1747.131332397461,9.939939498901367,0.41999999999825377,-57.503902435302734
M51,9.0,4.0,80.0,-1.6709556579589844,260.0,2.038167938931208,0.02973333333333361,-10.442436218261719,237.89317040050116,47.54399035012,-65.0,-19.53125,2822.8758239746094,-2822.875778198242,12.381345748901367,0.2800000000024738,-56.588375091552734,-18.615718841552734,2243.041778564453,-2227.7830657958984,7.803709030151367,0.319999999992433,-52.62109375
M52,224.0,2.0,40.0,-0.00677490234375,460.0,0.7500000000000555,0.5036107142857138,-3.7731857299804688,173.84488652845042,67.79631195177207,-76.0,-19.226078033447266,3128.0516204833984,-2777.0994567871094,4.446775436401367,0.28000000000065484,-70.01611328125,-7.324222564697266,2532.9589767456055,-2098.08349609375,-1.3515634536743164,0.3800000000046566,-72.7626953125
M53,24.0,6.0,120.0,-0.0478515625,240.0,3.104225352112735,0.4135483333333334,-4.574951171875,157.47090852993796,62.94643327805107,-75.0,-6.103511810302734,2754.2113189697266,-1518.2494812011719,19.400390625,0.46000000000276486,-55.6728515625,-13.732912063598633,930.7861099243164,-534.0576095581055,1.7001953125,0.819999999999709,-37.66748046875
M54,65.0,3.0,60.0,-0.3524169921875,260.0,2.2092050209205816,0.5196126153846152,-7.8248291015625,298.152858187643,53.66779359084274,-77.0,-7.9345703125,3326.4159088134766,-1449.5849151611328,14.517576217651367,0.5200000000004366,-69.1005859375,-7.32421875,1602.1727447509766,-633.2397651672363,-0.4360361099243164,0.9000000000087311,-62.081539154052734
M55,75.0,4.0,80.0,0.5326499938964844,540.0,4.575268817204377,0.44404293333333333,-9.483818054199219,213.26629340318198,79.66802559811426,-67.0,-7.019039154052734,2128.6009826660156,-770.5688133239746,8.108884811401367,0.7200000000011642,-52.31591796875,-0.91552734375,1075.7445907592773,-320.4345245361328,12.076169967651367,1.2400000000197906,-34.00537109375
M56,87.0,9.0,180.0,1.93487548828125,480.0,0.8962108731466382,0.5001216091954022,-8.9222412109375,97.48981609482243,103.72869028174271,-58.0,-20.751949310302734,2891.540542602539,-1922.6073760986328,23.6728515625,0.3800000000046566,-48.04345703125,-9.460451126098633,2296.4476623535156,-1441.9554748535156,18.1796875,0.4400000000168802,-46.21240234375
M57,146.0,9.0,180.0,-3.0826416015625,520.0,1.5000000000000437,0.46467657534246554,-4.54742431640625,72.19195960049865,100.43797622644466,-81.0,-11.596675872802734,3204.3455963134766,-2716.0643920898438,23.97802734375,0.2599999999947613,-48.04345703125,-9.155275344848633,2914.4285583496094,-2471.923812866211,27.029781341552734,0.3000000000174623,-44.38134765625
M58,160.0,8.0,160.0,-0.59393310546875,440.0,1.3674242424242138,0.477131875,-6.571037292480469,147.33544339004467,81.77851120199476,-68.0,-20.751951217651367,2105.7128295898438,-1785.278305053711,9.939939498901367,0.3600000000005821,-46.82275390625,-15.563961029052734,1663.208023071289,-1358.0321426391602,3.22607421875,0.4400000000023283,-50.48486328125
M59,91.0,10.0,200.0,-3.9491004943847656,420.0,0.9009584664536662,0.4997918681318678,-9.963798522949219,168.06255611891402,94.32304220080886,-59.0,-28.076169967651367,2151.4890747070312,-1541.1376190185547,16.04345703125,0.41999999999825377,-43.4658203125,-17.395017623901367,2403.2592010498047,-1441.9554748535156,21.2314453125,0.4400000000023283,-45.9072265625
M60,65.0,10.0,200.0,3.3762855529785156,240.0,1.122388059701463,0.49832676923076935,-10.0166015625,213.83345923531067,76.92527942738059,-62.0,-15.869136810302734,2365.1121215820312,-1693.7254943847656,11.160642623901367,0.3600000000005821,-48.04345703125,-11.291505813598633,961.3036842346191,-732.4218482971191,-2.5722665786743164,0.6200000000026193,-40.71923828125
M61,85.0,4.0,80.0,0.09296035766601562,520.0,2.84285714285717,0.456186823529412,-10.12139892578125,165.14579332609713,72.55634081618989,-70.0,-8.239742279052734,2868.652145385742,-1106.2621307373047,20.92626953125,0.5600000000013097,-52.0107421875,-0.30517578125,1113.8915786743164,-366.2109146118164,6.277830123901367,1.2199999999720603,-45.296875
M62,52.0,5.0,100.0,-0.4049110412597656,240.0,2.459999999999961,0.4636926923076925,-8.223442077636719,229.96654828221497,53.42961757527337,-62.0,-7.62939453125,2784.7288513183594,-1441.9554595947266,14.517576217651367,0.46000000000276486,-56.283199310302734,-14.648439407348633,1541.1376190185547,-885.0097351074219,13.907224655151367,0.6199999999953434,-38.5830078125
M63,83.0,4.0,80.0,-6.990913391113281,440.0,3.764705882352829,0.4467530120481924,-13.61968994140625,103.72148781296475,74.77929367773929,-67.0,-9.765625,3211.975067138672,-1670.8372802734375,19.09521484375,0.42000000000189175,-56.893550872802734,-4.57763671875,2479.5530548095703,-938.4154586791992,19.70556640625,0.680000000007567,-51.09521484375
M64,63.0,7.0,140.0,-0.6266593933105469,360.0,4.406143344710075,0.4090984126984125,-9.0343017578125,132.4043777991848,98.39434088314515,-64.0,-3.96728515625,3761.291213989258,-2151.4891967773438,30.691890716552734,0.37999999999738066,-57.198726654052734,-10.986330032348633,1571.6551818847656,-816.3451805114746,14.517576217651367,0.6399999999994179,-38.5830078125
M65,38.0,2.0,40.0,0.5734825134277344,220.0,2.3574007220216853,0.3685226315789474,-3.00146484375,198.7794691126137,75.56245310375846,-75.0,-12.8173828125,3067.016555786133,-2227.783203125,25.198726654052734,0.37999999999919964,-57.503902435302734,-14.038082122802734,1327.5145797729492,-1098.6327590942383,4.446775436401367,0.6200000000026193,-53.2314453125
M66,39.0,5.0,100.0,-1.0316276550292969,280.0,3.0821596244131637,0.3907282051282053,-6.646842956542969,160.7390195654853,94.99829137094673,-57.0,-13.122554779052734,1609.8021697998047,-610.3515205383301,-0.1308603286743164,0.8399999999965075,-52.92626953125,-5.798336029052734,1190.1854705810547,-434.8754463195801,-3.1826181411743164,1.1000000000058208,-52.0107421875
M67,60.0,2.0,40.0,-2.9819869995117188,260.0,2.857575757575895,0.4184706666666673,-3.73828125,214.05045509166908,111.40448804794966,-78.0,-11.29150390625,3753.6618041992188,-2059.9364013671875,18.1796875,0.38000000000101863,-67.8798828125,-9.1552734375,2433.776626586914,-1136.77978515625,9.939939498901367,0.5800000000017462,-61.471187591552734
M68,46.0,4.0,80.0,-0.412841796875,460.0,2.0477759472816968,0.4657021739130429,-17.35735321044922,179.25280013719026,87.4174877780168,-80.0,-11.29150390625,3265.3807983398438,-1136.7797241210938,17.87451171875,0.5800000000017462,-62.691890716552734,-4.8828125,2624.5115356445312,-816.3451385498047,13.296873092651367,0.7199999999866122,-59.334957122802734
M69,123.0,6.0,120.0,1.7866249084472656,420.0,1.6679104477611746,0.48476666666666635,-9.528312683105469,95.26587168178268,104.38003799781963,-78.0,-14.038082122802734,3807.067611694336,-2243.0419006347656,32.828121185302734,0.3599999999933061,-53.2314453125,-15.563961029052734,2609.252899169922,-1327.514633178711,20.0107421875,0.47999999999592546,-49.26416015625
M70,81.0,2.0,40.0,-3.04840087890625,360.0,3.5312499999997398,0.46617259259259214,-3.2559814453125,182.67457961857846,50.751082879945365,-87.0,-6.103515625,3425.598129272461,-1419.0673751831055,21.841796875,0.500000000001819,-64.828125,-0.6103515625,2296.4475860595703,-717.1630096435547,9.024412155151367,0.8000000000029104,-65.13330078125
M71,14.0,5.0,100.0,1.167724609375,200.0,1.0000000000000415,0.4972185714285713,-10.6607666015625,251.8725600912085,67.89357271494424,-68.0,-13.427734375,3196.716278076172,-2044.6776733398438,20.31591796875,0.38000000000101863,-59.029781341552734,-8.850093841552734,2243.0419006347656,-1258.8500366210938,12.076169967651367,0.500000000007276,-53.2314453125
M72,49.0,4.0,80.0,-4.612190246582031,380.0,6.802259887006216,0.4426636734693874,-13.75518798828125,140.60748969928105,43.79091676832091,-70.0,-2.7465782165527344,3105.1634674072266,-1190.185531616211,18.48486328125,0.5200000000040745,-54.75732421875,-0.30517578125,2433.7766876220703,-572.2044982910156,19.400390625,0.8999999999941792,-44.38134765625
M73,48.0,6.0,120.0,0.35985565185546875,240.0,1.0755905511811448,0.3318416666666666,-10.25653076171875,153.03045834625877,95.70563577678574,-69.0,-17.700191497802734,3387.4510650634766,-2159.1185913085938,24.283199310302734,0.33999999999286956,-55.0625,-12.207027435302734,2777.0994873046875,-1625.0609588623047,21.2314453125,0.39999999999417923,-50.48486328125
